"nom_fichier","lon","lat"
"Jour 1 > Tracé 1 > Mangrove port - Morne à savon.gpx",-61.5502131941653,16.247421808182
"Jour 1 > Tracé 2 > Mangrove - Herbier Petrelluzzi.gpx",-61.5515949005285,16.2208598346707
"Jour 2 > Tracé 1 > Mangrove replantée - Ouest Ilet Cochon.gpx",-61.5442832322754,16.2172224982248
"Jour 2 > Tracé 2 > Coeur de port.gpx",-61.5439103856029,16.23475492194
